serial_id,accFoundMonthIncome,accFundGroupConsumeFinanceCnt,accFundGroupScoreCardCreditHistoryShortPer,accFundGroupScoreCardCreditWhiteUserFlag,accFundGroupScoreCardInqyOrgLoanCard3m,accFundGroupScoreCardIsCrossProvinceBehaviorAccFound,accFundGroupScoreCardIsLargeAgeAccFound,accFundGroupScoreCardIsVillageLargeAccFound,accFundGroupScoreCardNotBankLoanAccountCntRatio,accFundGroupScoreCardPbcV2ScoreInfoScore,accFundGroupScoreCardShortTermLoanCntAfterAccFound,accFundGroupScoreCardStability,ageDelqScore,ageDelqex,amtUseRatioAccountAvg,amtUseRatioMax,amtUseRatioSum,amtuseratioaccountmax,balanceMax,balanceMaxR2,balanceMinR2,balanceSum,balanceavg1r2,balanceavgr2,balancemin1r2,balancesumr2,baseInfoCompanyNature,baseInfoEduLevel,baseInfoEduLevelScore,baseInfoMaritalStatus,baseInfoMaritalStatusScore,baseV0300000AddressIsConsistent,baseV03007MobileCnt,baseV04002SpsCerttype,baseV0500000AddressCnt,baseV0500004AddressCnt,baseV0500005AddressCnt,baseV0500007AddressCnt,baseV0500025AddressCnt,baseV0500034ResidenceTypeCnt,baseV0500041ResidenceTypeCnt,baseV05003ResdType,baseV05004ResdMtypeOwn,baseV05005ResdMtypeOth,baseV05007ResdTypeC1,baseV05011ResdTypeC5,baseV05017ResdTypeCna,baseV0600002Company,baseV0600003StartYearCnt,baseV0600005Industry
CR202403150010800000005646,,0,0,,0,,0,0,,0,0,15,-3,48,0.059575660555555555,0.53318667,0.07256177,,39989,39989,0,41411,,,,,99,40,,40,,0,3,,5,3,1,770,4,0,2,9,2,1,2,0,0,4,-999,2
CR202403150010800000005939,,2,0,,0,,0,0,,0,0,0,0,31,0.139008424,0.49679487,0.11861332,,38750,0,0,41585,,,,,99,20,,20,,0,1,,5,1,0,2237,2,0,0,9,0,0,0,0,0,1,4091,1
CR202403150010800000006218,,2,0,,0,,0,0,,0,0,15,0,32,0.6241400572727273,0.2016129,0.22342545,,20000,,,109907,,,,,99,30,,30,,0,1,10,5,1,0,4326,1,1,0,7,0,0,0,0,0,2,-999,0
CR202403150010800000006316,,3,0,,0,,0,0,,0,0,0,0,33,0.41110613896551723,0.63431579,0.47050878,,120520,65525,0,513462,,,,,40,20,,20,,1,1,,5,1,1,1088,4,0,2,2,3,0,2,0,0,4,-999,2
CR202403150010800000006683,,3,0,,0,,0,0,,0,0,15,-11,54,0.0615,0.0123,0.00394231,,123,0,0,123,,,,,99,60,,60,,0,1,,3,1,1,1038,2,1,4,1,4,0,4,0,0,2,-999,1
CR202403150010800000007432,,0,0,,0,,0,0,,0,0,15,-3,46,,,,,,,,,,,,,99,91,,91,,0,1,10,2,0,1,2928,0,0,0,5,1,1,1,1,0,0,5187,0
CR202403150010800000008526,,1,0,,0,,0,0,,0,0,15,6,36,0.359975334,0.85486,0.74854709,,128229,0,0,241631,,,,,99,40,,40,,0,2,,2,0,0,876,1,1,0,9,0,0,0,0,0,0,-999,0
CR202403150010800000008956,,1,0,,0,,0,0,,0,0,15,0,34,0.28628750000000003,0.66615,0.53814237,,66615,3990,0,70685,,,,,10,60,,60,,0,1,10,2,0,1,3107,1,0,2,1,2,1,2,0,0,0,1535,0
CR202403150010800000009209,,3,0,,0,,0,0,20,0,0,15,0,30,0.078206309,0.35073,0.08822235,,70146,0,0,76792,,,,,40,90,,90,,0,1,,3,1,1,2408,1,0,1,7,1,1,1,0,0,2,-999,1
CR202403150010800000010470,,2,0,,0,,0,0,,0,0,0,2,42,0.23353343461538462,0.23465667,0.17837816,,70397,70397,0,157004,,,,,40,20,,20,,0,1,,4,3,1,360,3,4,1,9,1,0,1,0,0,4,-999,2
CR202403150010800000010608,,2,0,,0,,0,0,,0,0,15,-3,47,0.055126777142857145,0.01173714,0.01330337,,2054,667,0,3138,,,,,10,91,,91,,0,2,,3,1,1,912,2,0,2,1,2,0,2,0,0,4,-999,3
CR202403150010800000011017,,1,0,,0,,0,0,20,0,0,0,0,28,0.0423743025,0.16949721,0.06334029,,3034,0,0,3034,,,,,99,20,,20,,0,1,,3,2,1,618,2,0,2,1,2,0,2,0,0,2,-999,2
CR202403150010800000011444,,1,0,,0,15,0,0,,0,0,0,-11,58,0.5909235418750001,1.0,0.32724131,,300000,91368,0,1330250,,,,,10,20,,20,,1,2,10,4,3,1,334,3,1,4,1,4,0,4,0,0,0,-999,0
CR202403150010800000011730,,2,0,,0,,0,0,20,0,0,15,-11,24,0.38614672499999997,0.91787579,0.70728378,,60477,16578,0,77722,,,,,99,30,,30,,1,1,,4,3,1,220,3,4,0,3,2,1,0,0,0,2,-999,1
CR202403150010800000012229,,5,0,,0,,0,0,,0,0,0,6,39,0.09199506529411765,0.806955,0.21481637,,161391,2509,0,241787,,,,,99,20,,20,,0,3,,5,2,1,897,4,1,1,1,1,0,1,0,0,3,7379,1
CR202403150010800000012410,,1,0,,0,,0,0,,0,0,15,0,30,0.225,0.48,0.3,,36000,0,0,36000,,,,,40,30,,30,,0,1,10,3,1,1,832,2,0,1,1,1,0,1,0,0,1,-999,1
CR202403150010800000012558,,0,0,,0,,0,0,,0,0,15,0,34,0.052157923333333335,0.0417,0.01237445,,4587,0,0,4805,,,,,40,90,,90,,0,1,,5,1,0,2136,1,0,0,7,0,0,0,0,0,3,-999,1
CR202403150010800000012621,,1,0,,0,,0,0,20,0,0,15,0,25,0.129257975,0.25805441,0.18348624,,8234,,,8240,,,,,40,30,,30,,0,1,,2,0,0,909,1,1,0,7,0,1,0,1,0,0,-999,0
CR202403150010800000013121,,0,0,,0,,0,0,,0,0,15,0,34,0.2499333325,0.99973333,0.29083857,,59984,59984,0,59984,,,,,99,90,,90,,0,3,,5,2,1,731,4,1,1,9,1,0,1,0,0,4,-999,2
CR202403150010800000013162,,0,0,,0,,0,0,,0,0,15,-3,48,0.8098636716666667,1.5,0.43573944,,300000,61079,0,371250,,,,,99,91,,91,,0,1,,4,0,1,4442,2,0,1,1,2,0,2,0,0,2,-999,0
CR202403150010800000015864,,3,0,,0,,0,0,,0,0,15,0,33,0.188266665,0.353,0.06419714,,5648,,,5648,,,,,99,30,,30,,0,1,,5,0,0,1138,2,1,0,9,0,0,0,0,0,2,-999,1
CR202403150010800000016475,,0,0,,0,,0,0,,0,0,15,-11,58,,,,,,,,,,,,,99,,,,,1,1,,2,0,0,8023,0,0,0,9,0,0,0,0,0,1,-999,-999
CR202405040010800000000336,,1,0,,0,15,0,0,,0,0,0,0,31,0.22207185750000002,0.71428571,0.57187404,,300000,0,0,1169324,,,,,20,20,,20,,0,1,,5,3,1,778,4,3,2,9,2,1,2,0,0,1,-999,1
CR202408260010800000000760,,3,0,,0,,0,0,5,0,0,15,6,36,1.0295385319047619,0.83651,0.51401426,,167302,84253,0,522734,,,,,99,30,,30,,0,2,10,5,2,1,1146,3,0,1,1,1,1,1,0,0,3,-999,1
CR202408260010800000001920,,1,0,,0,,0,0,20,0,0,15,0,32,0.04391954,0.08783908,0.03866626,,7642,0,0,7642,,,,,40,91,,91,,1,1,10,2,0,1,1158,0,0,0,3,1,1,0,0,0,0,2794,0
CR202408260010800000003771,,2,0,,0,,0,0,,0,0,0,0,35,0.2334131508695652,0.87500833,0.18420875,,105001,34306,0,229005,,,,,50,20,,20,,0,2,,3,2,0,697,2,1,0,9,0,1,0,0,0,4,4986,1
CR202408260010800000004216,,0,0,,0,,0,0,,0,0,15,6,36,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,1,,4,0,1,5897,0,0,0,4,1,2,1,0,0,2,6082,0
CR202408260010800000004344,,0,0,,0,,0,0,,0,0,0,6,37,0.3802825,0.760565,0.76052697,,152113,0,0,152113,,,,,40,10,,10,,0,3,,2,0,1,1189,0,0,0,2,1,0,0,0,0,0,-999,0
CR202408260010800000004356,,1,0,,0,,0,0,,0,0,15,0,35,0.179375,0.4,0.15405,,80000,0,0,144807,,,,,99,30,,30,,0,2,,4,0,1,1196,2,0,1,2,3,2,1,1,0,4,2794,2
CR202408260010800000004525,,1,0,,0,,0,0,,0,0,0,6,37,0.29515833333333336,0.66666667,0.12034738,,200000,3035,0,206131,,,,,20,20,,20,,0,2,,5,1,0,1358,2,1,0,5,0,2,0,2,0,4,3525,3
CR202408260010800000004560,,36,0,,0,15,0,0,,0,0,0,0,28,0.2996466666666667,0.67454227,0.08391819,,134841,0,0,134841,,,,,40,20,,20,,0,2,,4,3,0,235,3,2,0,5,0,2,0,1,0,4,-999,3
CR202408260010800000004725,,64,0,,0,,0,0,20,0,0,15,6,40,0.0,0.0,0.0,,0,0,0,0,,,,,20,90,,90,,0,2,,5,4,1,388,4,3,1,9,1,0,1,0,0,4,-999,2
CR202408260010800000005366,,1,0,,0,,0,0,,0,0,15,2,42,1.4487203649999998,8.66997436,2.09795188,,338129,338129,0,338643,,,,,50,30,,30,,0,3,,5,1,0,1158,3,0,0,7,0,0,0,0,0,3,-999,1
CR202408260010800000007169,,1,0,,0,,0,0,,0,0,0,0,32,0.49440497333333333,1.0,0.53562988,,200000,32855,0,713459,,,,,99,20,,20,,0,2,,5,0,1,1243,1,0,0,2,2,0,0,0,0,4,-999,2
CR202408260010800000007485,,8,0,,0,15,0,0,5,0,0,0,-11,55,2.01481412,0.9993124,0.55631654,,436000,81000,70293,1675068,,,,,20,10,,10,,0,1,10,5,4,1,250,4,3,2,7,2,0,2,0,0,3,-999,2
CR202408260010800000009086,,0,0,,0,,0,0,,0,0,0,6,36,0.008033333333333333,0.00241,2.3517E-4,,482,482,0,482,,,,,99,10,,10,,0,3,,4,0,0,958,3,0,0,7,0,0,0,0,0,4,-999,2
CR202408260010800000009778,,1,0,,0,,0,0,,0,0,15,6,38,0.0026059809090909093,0.02648,0.00390495,,1324,1324,0,1364,,,,,10,30,,30,,0,1,10,4,0,1,1124,2,0,1,1,1,2,1,0,0,3,-999,1
CR202408260010800000010004,,1,0,,0,,0,0,,0,0,15,6,37,0.0302439025,0.0496,0.02786517,,496,0,0,496,,,,,99,91,,91,,0,1,10,4,0,1,5517,1,0,1,4,2,2,2,0,0,1,-999,1
CR202408260010800000011245,,8,0,,0,,0,0,20,0,0,0,0,26,0.44,0.01937107,0.00449497,,308,0,0,308,,,,,99,20,,20,,0,1,,3,1,0,1019,2,0,0,7,0,0,0,0,0,2,-999,1
CR202403210010800000000188,,0,0,,0,,0,0,,0,0,15,-3,49,0.0,0.0,0.0,,0,0,0,0,,,,,50,91,,91,,0,1,,3,0,0,5911,0,0,0,7,0,1,0,1,0,3,6642,1
CR202403210010800000000700,,7,0,,0,,0,0,20,0,0,30,-11,55,0.9393728549999999,1.003,0.58983876,,51153,51153,11000,107110,,,,,99,60,,60,,0,1,,5,2,1,1221,3,0,2,1,3,0,2,0,0,4,5193,1
CR202403210010800000001651,,3,0,,0,,0,0,5,0,0,15,6,36,0.20401137074074074,0.74534161,0.27604922,,120000,115069,0,404048,,,,,50,20,,20,,0,3,,5,4,1,62,4,5,1,9,2,0,1,0,0,4,5193,2
CR202403210010800000002208,,1,0,,0,,0,0,20,0,0,15,0,35,0.08575614,0.15625,0.0746495,,9250,6380,0,15654,,,,,99,30,,30,,0,1,,5,2,0,3599,3,1,0,9,0,2,0,0,0,1,-999,0
CR202403210010800000002483,,0,0,,0,,0,0,,0,0,15,-11,55,,,,,,,,,,,,,,,,,,0,1,,0,0,0,-999,0,0,0,,0,0,0,0,1,-999,-999,-999
CR202403210010800000002751,,1,0,,0,,0,0,,0,0,15,0,32,9.821428571428572E-4,0.00203704,1.932E-4,,55,0,0,55,,,,,50,30,,30,,0,1,,3,0,0,1429,0,0,0,9,0,0,0,0,0,1,-999,1
CR202403210010800000002917,,1,0,,0,,0,0,20,0,0,15,-3,47,0.004555556666666667,0.01366667,0.01002222,,451,0,0,451,,,,,99,60,,60,,0,1,10,1,0,0,1214,0,0,0,7,0,0,0,0,0,0,-999,0
CR202403210010800000002930,,1,0,,0,,0,0,,0,0,0,6,37,0.28095873,0.83773333,0.49117819,,50264,,,50444,,,,,,20,,20,,0,1,,2,0,1,1280,0,0,1,1,1,0,1,0,0,-999,-999,-999
CR202403210010800000003210,,1,0,,0,,0,0,20,0,0,15,2,43,,,,,,,,,,,,,,40,,40,,0,2,10,2,0,0,2645,0,0,0,9,0,0,0,0,0,-999,-999,-999
CR202403210010800000003242,,1,0,,0,15,0,0,,0,0,15,-11,57,0.602017739375,1.0,0.21725812,,300000,143568,0,799874,,,,,99,30,,30,,0,2,,5,4,1,262,4,0,3,1,3,0,3,0,0,4,-999,2
CR202403210010800000004476,,0,0,,0,,0,0,,0,0,15,2,43,0.0,0.0,0.0,,0,0,0,0,,,,,40,30,,30,,0,2,,5,2,1,1048,4,0,3,9,3,1,3,1,0,1,-999,1
CR202403210010800000005205,,3,0,,0,,0,0,5,0,0,30,0,35,0.068292307,0.45039297,0.12329642,,19484,19484,0,20084,,,,,99,40,,40,,0,1,,4,0,1,1053,3,0,3,1,3,0,3,0,0,4,4089,1
CR202403210010800000005530,,2,0,,0,,0,0,20,0,0,15,-3,47,0.1462312414285714,0.1128,0.11036504,,20868,20868,0,40450,,,,,99,30,,30,,0,2,,4,0,1,1825,1,0,2,9,2,0,2,0,0,2,-999,2
CR202403210010800000005644,,1,0,,0,,0,0,,0,0,15,2,43,0.16612667,0.16612667,0.16238531,,24919,,,24919,,,,,99,60,,60,,0,1,10,4,0,1,7856,0,0,0,9,1,1,1,0,0,1,-999,0
CR202403210010800000005697,,1,0,,0,,0,0,,0,0,15,0,29,0.0,0.0,0.0,,0,,,0,,,,,99,40,,40,,0,2,,1,0,0,2733,0,0,0,4,0,1,0,0,0,1,3367,0
CR202403210010800000005961,,0,0,,0,,0,0,,0,0,15,-3,50,,,,,,,,,,,,,99,,,,,0,1,,1,0,0,3981,0,0,0,7,0,0,0,0,0,0,-999,0
CR202403210010800000006159,,2,0,,0,,0,0,20,0,0,15,0,33,0.1825,0.01586957,0.01403846,,365,0,0,365,,,,,99,60,,60,,0,1,,4,0,1,3030,0,0,0,5,2,1,2,1,0,2,4097,1
CR202403210010800000006384,,0,0,,0,,0,0,,0,0,0,-11,51,0.3249049170588235,0.22222222,0.08065932,,200000,73145,0,773382,,,,,99,20,,20,,0,2,,5,3,1,740,4,0,1,7,1,0,1,0,0,3,-999,2
CR202403210010800000007510,,0,0,,0,,0,0,,0,0,15,-11,57,0.0,0.0,0.0,,0,0,0,0,,,,,99,91,,91,,0,1,10,3,0,0,2381,1,1,0,5,0,2,0,2,0,2,4828,2
CR202403210010800000007756,,3,0,,0,,0,0,20,0,0,30,2,44,0.16001267,0.64976471,0.14904389,,5523,5523,0,10834,,,,,99,30,,30,,0,2,,4,1,1,1028,3,0,0,9,1,0,0,0,0,4,3002,3
CR202403210010800000007972,,1,0,,0,,0,0,20,0,0,15,-11,23,,,,,,,,,,,,,99,30,,30,,0,1,,1,0,1,115,0,1,1,1,1,0,1,0,0,0,-999,0
CR202403210010800000008642,,4,0,,0,,0,0,5,0,0,15,6,40,8.004920633333333,0.40602564,0.2259546,,15835,,,29765,,,,,99,91,,91,,1,1,,1,0,1,445,0,0,1,1,1,0,1,0,0,1,3732,0
CR202403210010800000009338,,3,0,,0,,0,0,20,0,0,15,0,33,0.0387246375,0.040125,0.01304484,,1284,0,0,1330,,,,,40,40,,40,,0,4,,4,0,1,2736,1,0,0,7,1,1,1,1,0,2,-999,1
CR202403210010800000010005,,0,0,,0,,0,0,,0,0,15,-11,56,,,,,,,,,,,,,,,,,,0,1,,1,0,0,943,0,0,0,9,0,0,0,0,0,-999,-999,-999
CR202403210010800000010094,,2,0,,0,,0,0,,0,0,15,-11,53,0.33756851939393945,0.94131111,0.25746952,,84718,84718,0,299125,,,,,99,60,,60,,0,2,,5,4,1,464,4,1,1,1,1,1,1,0,0,4,-999,2
CR202403210010800000010494,,1,0,,0,,0,0,,0,0,15,-11,57,0.0,0.0,0.0,,0,0,0,0,,,,,50,90,,90,,0,1,,3,1,1,1479,2,0,0,9,1,0,1,0,0,1,3002,0
CR202403210010800000011668,,1,0,,0,,0,0,20,0,0,15,0,28,0.0,0.0696875,0.0696875,,223,,,223,,,,,99,30,,30,,0,2,,1,0,0,2803,0,0,0,7,0,0,0,0,0,0,3367,0
CR202403210010800000011721,,1,0,,0,,0,0,,0,0,30,2,41,0.18020537,0.58151,0.3509624,,174453,28589,0,382927,,,,,99,30,,30,,0,2,,5,2,1,1356,3,0,1,9,2,0,1,0,0,4,-999,2
CR202403210010800000011733,,1,0,,0,,0,0,,0,0,15,-11,57,0.022045455,0.04409091,0.04181034,,9700,0,0,9700,,,,,99,91,,91,,0,1,10,4,0,1,2411,1,1,1,1,2,0,2,0,0,2,13594,1
CR202403210010800000011769,,3,0,,0,,0,0,,0,0,15,0,28,0.22323671538461537,0.6091,0.24572534,,91365,14135,0,124367,,,,,99,40,,40,,0,1,,4,3,1,276,3,3,1,9,1,0,1,0,0,4,-999,1
CR202403210010800000012053,,2,0,,0,,0,0,20,0,0,15,0,32,0.7718812325000001,0.62569697,0.64073164,,10324,,,18776,,,,,99,91,,91,,0,1,10,3,1,1,3872,1,0,0,7,1,1,1,0,0,0,-999,0
CR202403210010800000012122,,0,0,,0,,0,0,,0,0,15,6,37,,,,,,,,,,,,,99,30,,30,,1,2,,4,0,1,3085,1,0,0,9,2,0,1,0,0,1,-999,0
CR202403210010800000012453,,1,0,,0,,0,0,,0,0,15,0,30,0.15879802375000002,0.61753086,0.307355,,25010,9638,0,34906,,,,,99,30,,30,,0,1,10,5,1,1,1841,3,1,2,1,2,0,2,0,0,4,4097,2
CR202403210010800000013078,,0,0,,0,,0,0,,0,0,15,-11,55,,,,,,,,,,,,,,,,,,0,0,,0,0,0,-999,0,0,0,,0,0,0,0,1,-999,-999,-999
CR202403210010800000014174,,1,0,,0,,0,0,,0,0,0,-3,46,0.3855972185714286,0.49133,0.21153105,,147399,2390,0,400005,,,,,40,20,,20,,0,1,,4,3,1,492,3,0,1,1,1,1,1,0,0,4,-999,4
CR202403210010800000014473,,1,0,,0,,0,0,,0,0,15,0,31,1.8912499999999998E-4,4.4444E-4,1.209E-4,,16,0,0,16,,,,,99,30,,30,,0,1,10,4,2,1,1000,3,1,1,9,1,1,1,0,0,2,-999,1
CR202403210010800000014767,,2,0,,0,15,0,0,5,0,0,0,0,29,0.434894,0.83721,0.44666248,,83721,50336,50336,142396,,,,,99,20,,20,,0,1,,4,2,1,1366,2,0,0,9,1,0,1,0,0,1,-999,1
CR202403210010800000014768,,0,0,,0,,0,0,,0,0,15,-3,50,0.0,0.0,0.0,,0,0,0,0,,,,,99,91,,91,,0,1,,4,0,0,3300,0,1,0,9,0,1,0,0,0,2,7378,1
CR202403210010800000015504,,0,0,,0,,0,0,,0,0,15,-11,51,0.0,0.0,0.0,,0,0,0,0,,,,,99,60,,60,,0,1,,1,0,1,1690,0,0,0,11,2,0,1,0,0,0,-999,0
CR202403210010800000016105,,0,0,,0,,0,0,,0,0,15,-11,57,,,,,,,,,,,,,,90,,90,,0,1,,1,0,0,1098,0,0,0,9,0,0,0,0,0,-999,-999,-999
CR202403210010800000017246,,2,0,,0,,0,0,20,0,0,15,-3,48,0.06775157894736843,0.273695,0.10772933,,54739,0,0,61956,,,,,40,30,,30,,1,2,,4,1,1,2711,2,0,2,9,2,0,2,0,0,2,-999,2
CR202403210010800000017350,,1,0,,0,,0,0,,0,0,15,-3,46,1.55064665625,0.5170068,0.1306851,,76000,16475,0,128272,,,,,99,99,,99,,0,1,,4,0,0,932,3,0,0,9,0,0,0,0,0,0,-999,0
CR202412220010800000000481,,1,0,,0,,0,0,,0,0,0,2,42,1.8498333325,1.1099,0.56041404,,221980,221980,0,221980,,,,,99,20,12,20,4,0,1,,5,1,1,2123,1,0,1,9,2,1,2,0,0,4,-999,3
CR202412220010800000000672,,5,0,,0,15,0,0,20,0,0,0,0,27,0.30436658583333337,0.7638,0.29162445,,114570,112093,0,356030,,,,,99,20,12,20,0,0,3,,4,3,0,1176,3,1,0,4,0,3,0,2,0,2,-999,1
CR202412220010800000001358,,0,0,,0,,0,0,,0,0,15,6,39,4.7619083333333336E-4,0.004,4.6831E-4,,200,200,0,200,,,,,50,30,6,30,0,0,1,,4,0,1,5654,0,0,0,9,2,0,2,0,0,3,8026,2
CR202412220010800000002305,,1,0,,0,,0,0,,0,0,0,6,38,0.25486945,1.0,0.30716381,,169000,50135,0,431027,,,,,99,20,12,20,4,0,3,,4,3,0,371,3,1,0,7,0,2,0,1,0,4,-999,2
CR202412220010800000002994,,1,0,,0,,0,0,,0,0,0,2,44,0.4870355095652174,1.0,0.16333471,,300000,157528,0,1117589,,,,,99,20,12,20,4,0,1,10,5,3,1,758,4,1,1,1,2,0,1,0,0,4,-999,3
CR202412220010800000003928,,1,0,,0,,0,0,20,0,0,0,6,37,0.429021734,0.8667375,0.39594906,,69339,69339,0,147689,,,,,99,20,12,20,0,0,3,,4,1,0,1337,2,2,0,3,0,3,0,1,0,4,-999,1
CR202412220010800000004369,,0,0,,0,,0,0,,0,0,15,-3,46,0.0,0.0,0.0,,0,0,0,0,,,,,99,40,0,40,4,0,2,,5,0,1,5381,1,0,1,9,3,0,2,0,0,3,6930,3
CR202412220010800000005493,,0,0,,0,15,0,0,,0,0,0,2,43,0.3272212118181818,0.8,0.29370041,,800000,27898,0,1728898,,,,,50,10,15,10,4,1,3,10,5,4,1,159,4,5,1,9,2,0,1,0,0,4,-999,1
CR202412220010800000005827,,0,0,,0,,0,0,,0,0,0,-11,53,1.114285714,1.0,0.44577721,,150000,0,0,293000,,,,,99,20,12,20,4,0,1,,4,2,1,1189,2,2,2,9,2,0,2,0,0,4,11678,2
CR202408040010800000023889,,2,0,,0,15,0,0,,0,0,15,-3,49,0.51743483,1.0,0.67577354,,300000,166315,0,1107234,,,,,99,30,,30,,0,1,10,5,2,0,1135,3,2,0,9,0,1,0,1,0,3,-999,2
CR202408040010800000024148,,0,0,,0,,0,0,5,0,0,15,6,40,0.16301223,0.31155779,0.20747714,,62000,217,0,62217,,,,,99,30,,30,,0,1,,5,0,0,5695,1,0,0,9,0,1,0,0,0,4,-999,1
CR202408040010800000024920,,1,0,,0,,0,0,,0,0,0,0,34,0.24255095214285713,0.71052632,0.38026684,,270000,120,0,766008,,,,,99,20,,20,,0,2,,5,4,1,346,4,1,0,9,1,0,0,0,0,3,-999,0
CR202408040010800000025289,,1,0,,0,,0,0,,0,0,30,0,34,0.1153032625,1.0,0.33931425,,300000,33491,0,540872,,,,,99,30,,30,,0,2,,5,4,1,143,4,4,1,11,2,2,1,0,0,4,1311,2
CR202408040010800000025911,,0,0,,0,,0,0,,0,0,0,2,43,0.19271782462962964,0.6,0.299385,,300000,219108,0,1445429,,,,,99,10,,10,,0,2,10,5,4,1,118,4,5,1,7,1,0,1,0,0,3,-999,2
CR202408040010800000026694,,7,0,,0,15,0,0,,0,0,15,6,39,0.2800382032,0.85683842,0.32941914,,171282,40758,0,267461,,,,,99,30,,30,,0,5,X,5,4,1,595,4,0,1,1,2,0,1,0,0,4,-999,3
CR202408040010800000027536,,2,0,,0,,0,0,,0,0,0,6,39,0.07453913043478261,0.81331457,0.06027927,,109830,109830,0,119830,,,,,40,20,,20,,0,4,,5,4,1,412,4,1,1,9,2,0,1,0,0,4,-999,1
CR202408150010800000000207,,2,0,,0,,0,0,,5,0,0,2,43,0.3970733333333334,0.66666667,0.11923434,,200000,51066,0,560516,,,,,99,10,,10,,0,3,,5,4,1,380,4,3,1,9,1,1,1,0,0,4,4975,1
CR202408150010800000000258,,0,0,,0,,0,0,,0,0,15,6,36,0.28638257625,0.51,0.08045206,,153000,21235,0,177349,,,,,99,60,,60,,1,2,,5,2,1,1036,4,1,1,1,2,0,1,0,0,4,4244,1
CR202408150010800000000440,,5,0,,0,,0,0,20,0,0,15,-11,51,0.28446070714285715,1.0,0.83261797,,200000,0,0,367406,,,,,50,40,,40,,0,1,,4,3,1,3142,3,3,0,9,1,0,1,0,0,1,3149,1
CR202408150010800000002061,,0,0,,0,,0,0,,0,0,0,0,33,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,1,,4,1,1,3598,1,2,0,2,1,2,0,1,0,2,4610,1
CR202408150010800000002095,,16,0,,0,,0,0,20,5,0,0,0,32,0.3337217792857143,1.0,0.0997888,,300000,59600,0,606907,,,,,40,20,,20,,0,1,,2,1,1,120,1,5,2,1,2,0,2,0,0,4,-999,2
CR202408150010800000002794,,0,0,,0,,0,0,,0,0,0,2,43,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,1,,5,2,1,1077,4,2,1,9,1,2,1,2,0,3,6436,2
CR202408150010800000003601,,50,0,,0,,0,0,20,0,0,15,-3,48,0.3333333333333333,1.0,0.31862935,,700000,0,0,700000,,,,,20,30,,30,,0,2,10,4,3,0,639,3,0,0,9,0,0,0,0,0,4,-999,1
CR202408150010800000003795,,2,0,,0,15,0,0,5,5,0,0,0,25,0.6987578571428571,1.0,0.87498854,,200000,0,0,686866,,,,,99,20,,20,,0,1,,5,3,0,938,4,3,0,9,0,1,0,0,0,3,-999,1
CR202408150010800000004159,,0,0,,0,15,0,0,,0,0,0,0,31,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,1,,4,3,1,532,3,1,0,9,1,0,0,0,0,4,-999,0
CR202408150010800000004448,,1,0,,0,,0,0,20,0,0,15,-3,47,0.0,0.0,0.0,,0,0,0,0,,,,,50,40,,40,,0,2,,4,3,1,299,3,4,1,1,3,0,1,0,0,4,-999,3
CR202408150010800000005176,,1,0,,0,15,0,0,,5,0,0,-3,50,0.5714285714285714,1.66627667,1.20532688,,499883,499883,0,1455883,,,,,20,20,,20,,0,1,10,4,3,1,311,3,1,0,9,2,0,0,0,0,4,-999,2
CR202408150010800000006084,,4,0,,0,,0,0,,5,0,0,0,28,0.3338777783333333,0.66666667,0.1496934,,200000,98,0,300098,,,,,20,20,,20,,0,3,,5,4,1,400,4,2,2,1,3,1,2,1,0,3,-999,2
CR202408150010800000006871,,0,0,,0,15,0,0,,5,0,0,0,28,0.6888543123076923,1.0,0.57289558,,150000,75085,0,490382,,,,,99,20,,20,,0,2,,5,4,1,231,4,4,2,3,2,2,2,0,0,4,-999,1
CR202408150010800000006964,,0,0,,0,,0,0,,0,0,15,-3,50,0.5332801433333333,1.0,0.33476886,,300000,0,0,412770,,,,,20,60,,60,,0,1,,3,2,1,693,2,1,0,5,1,1,0,1,0,3,10819,1
CR202408150010800000007156,,2,0,,0,,0,0,20,0,0,0,2,41,0.0,0.0,0.0,,0,0,0,0,,,,,40,20,,20,,0,1,,4,0,0,2459,2,0,0,7,0,1,0,1,0,3,-999,2
CR202408150010800000007691,,1,0,,0,,0,0,,5,0,15,-3,48,0.33305555000000003,0.580175,0.40180221,,23207,23207,0,78924,,,,,50,40,,40,,0,1,,5,1,1,1272,2,2,1,9,4,0,3,0,0,3,-999,2
CR202408150010800000007813,,1,0,,0,,0,0,,5,0,0,6,38,0.013169643333333333,0.0295,0.00748098,,885,0,0,885,,,,,99,20,,20,,1,2,,5,0,1,1195,2,0,0,9,1,0,1,0,0,1,-999,1
CR202408150010800000008032,,0,0,,0,,0,0,,0,0,0,2,44,0.34346345333333334,0.54142,0.39119278,,108284,18263,0,182022,,,,,99,20,,20,,0,1,,5,3,1,742,4,0,1,11,3,0,1,0,0,2,-999,2
CR202408150010800000008294,,0,0,,0,,0,0,,0,0,15,-11,51,0.12851976,0.3497411,0.2317119,,10807,207,85,11099,,,,,99,60,,60,,0,1,,5,0,1,1871,2,0,2,1,5,0,4,0,0,3,5340,1
